date,region,resource_type,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,month,date_ind,year,is_weekend,day_of_week_name,usage_cpu_lag_1,usage_storage_lag_1,users_active_lag_1,usage_cpu_lag_3,usage_storage_lag_3,users_active_lag_3,usage_cpu_lag_7,usage_storage_lag_7,users_active_lag_7,usage_cpu_rolling_mean_3,usage_storage_rolling_mean_3,users_active_rolling_mean_3,usage_cpu_rolling_mean_7,usage_storage_rolling_mean_7,users_active_rolling_mean_7,usage_cpu_rolling_mean_30,usage_storage_rolling_mean_30,users_active_rolling_mean_30,usage_cpu_rolling_std_3,usage_cpu_rolling_std_7,usage_cpu_rolling_std_30,usage_storage_rolling_std_3,usage_storage_rolling_std_7,usage_storage_rolling_std_30,users_active_rolling_std_3,users_active_rolling_std_7,users_active_rolling_std_30,cpu_per_user,storage_per_user,cpu_storage_ratio,econ_demand_ratio,system_stress,cpu_utilization_ratio,storage_efficiency
20-01-2023,East US,VM,78,1408,245,86.72,1.02,0,1,20,2023,FALSE,Friday,69,1964,246,54,1686,414,50,1795,388,78.33333333,1320.666667,297.3333333,74.14285714,1267.142857,371.4285714,77.26666667,1152.866667,351.9,9.504384953,11.81000383,13.74379693,691.1507313,518.0612668,474.8034609,89.77935917,96.89660665,91.26367635,0.318367347,5.746938776,0.055397727,85.01960784,79.56,0.741428571,0.635159327
21-01-2023,East US,VM,87,1270,222,107.38,1.02,1,1,21,2023,TRUE,Saturday,78,1408,245,88,590,401,80,1261,346,78,1547.333333,237.6666667,75.14285714,1268.428571,353.7142857,77.26666667,1152.866667,351.9,9,12.65475631,13.74379693,367.381727,518.0546487,474.8034609,13.57694124,112.4125057,91.26367635,0.391891892,5.720720721,0.068503937,105.2745098,88.74,0.751428571,0.635803795
22-01-2023,East US,VM,66,1123,454,98.84,0.97,1,1,22,2023,TRUE,Sunday,87,1270,222,69,1964,246,66,589,463,77,1267,307,75.14285714,1344.714286,352.4285714,77.26666667,1152.866667,351.9,10.53565375,12.65475631,13.74379693,142.5236822,433.7959252,474.8034609,127.8240979,110.9967825,91.26367635,0.145374449,2.473568282,0.058771149,101.8969072,64.02,0.751428571,0.674042248
23-01-2023,East US,VM,83,552,404,85.21,0.93,0,1,23,2023,FALSE,Monday,66,1123,454,78,1408,245,84,1372,485,78.66666667,981.6666667,360,75,1227.571429,340.8571429,77.26666667,1152.866667,351.9,11.15048579,12.54325848,13.74379693,379.2918841,526.096904,474.8034609,122.098321,98.37755261,91.26367635,0.205445545,1.366336634,0.150362319,91.62365591,77.19,0.75,0.615324024
24-01-2023,East US,VM,75,1569,233,95.39,1.11,0,1,24,2023,FALSE,Tuesday,83,552,404,87,1270,222,54,1686,414,74.66666667,1081.333333,363.6666667,78,1210.857143,315,77.26666667,1152.866667,351.9,8.504900548,8.563488386,13.74379693,509.7787102,510.7394732,474.8034609,115.889315,99.72629209,91.26367635,0.321888412,6.733905579,0.047801147,85.93693694,83.25,0.78,0.606945936
25-01-2023,East US,VM,63,1198,206,103.44,0.82,0,1,25,2023,FALSE,Wednesday,75,1569,233,66,1123,454,88,590,401,73.66666667,1106.333333,281,74.42857143,1297.714286,287.1428571,77.26666667,1152.866667,351.9,10.06644591,8.904252596,13.74379693,514.6594343,433.4015514,474.8034609,107.373181,98.93167435,91.26367635,0.305825243,5.815533981,0.052587646,126.1463415,51.66,0.744285714,0.650483351
26-01-2023,East US,VM,71,533,310,103.24,0.96,0,1,26,2023,FALSE,Thursday,63,1198,206,83,552,404,69,1964,246,69.66666667,1100,249.6666667,74.71428571,1093.285714,296.2857143,77.26666667,1152.866667,351.9,6.110100927,8.731442907,13.74379693,524.9066584,403.1822228,474.8034609,53.9660387,97.44180192,91.26367635,0.229032258,1.719354839,0.133208255,107.5416667,68.16,0.747142857,0.548012889
27-01-2023,East US,VM,51,967,419,93.23,1.06,0,1,27,2023,FALSE,Friday,71,533,310,75,1569,233,78,1408,245,61.66666667,899.3333333,311.6666667,70.85714286,1030.285714,321.1428571,77.26666667,1152.866667,351.9,10.06644591,12.28045292,13.74379693,337.6245449,379.5733193,474.8034609,106.5097805,104.141616,91.26367635,0.121718377,2.307875895,0.052740434,87.95283019,54.06,0.708571429,0.516433942
28-01-2023,East US,VM,59,760,337,110.31,1.09,1,1,28,2023,TRUE,Saturday,51,967,419,63,1198,206,87,1270,222,60.33333333,753.3333333,355.3333333,66.85714286,957.4285714,337.5714286,77.26666667,1152.866667,351.9,10.06644591,10.58975246,13.74379693,217.0767913,374.8087766,474.8034609,56.76559991,94.52135057,91.26367635,0.175074184,2.255192878,0.077631579,101.2018349,64.31,0.668571429,0.479914071
29-01-2023,East US,VM,68,1902,277,91.61,0.97,1,1,29,2023,TRUE,Sunday,59,760,337,71,533,310,66,1123,454,59.33333333,1209.666667,344.3333333,67.14285714,1068.714286,312.2857143,77.26666667,1152.866667,351.9,8.504900548,10.58975246,13.74379693,608.4458343,519.775501,474.8034609,71.28347167,80.87379939,91.26367635,0.245487365,6.866425993,0.03575184,94.44329897,65.96,0.671428571,0.535696384
30-01-2023,East US,VM,76,919,356,103.31,1.1,0,1,30,2023,FALSE,Monday,68,1902,277,51,967,419,83,552,404,67.66666667,1193.666667,323.3333333,66.14285714,1121.142857,305.4285714,77.26666667,1152.866667,351.9,8.504900548,9.063269672,13.74379693,618.5647366,475.6011735,474.8034609,41.23509832,73.50024295,91.26367635,0.213483146,2.581460674,0.082698585,93.91818182,83.6,0.661428571,0.561976369
31-01-2023,East US,VM,92,1806,268,95.21,0.98,0,1,31,2023,FALSE,Tuesday,76,919,356,59,760,337,75,1569,233,78.66666667,1542.333333,300.3333333,68.57142857,1155,310.4285714,77.4,1147.766667,345.1666667,12.22020185,13.17645808,13.8703355,541.9523349,519.2314834,466.596753,48.41831609,68.79161078,89.68799686,0.343283582,6.73880597,0.050941307,97.15306122,90.16,0.685714286,0.578947368
01-02-2023,East US,VM,78,1985,495,88.94,0.88,0,2,1,2023,FALSE,Wednesday,92,1806,268,68,1902,277,63,1198,206,82,1570,373,70.71428571,1267.428571,351.7142857,76.8,1165.366667,353.3333333,8.717797887,13.33809439,13.42000565,570.84236,607.7523775,488.1246649,114.4508628,81.26441264,91.85195485,0.157575758,4.01010101,0.03929471,101.0681818,68.64,0.707142857,0.635302542
02-02-2023,East US,VM,78,562,349,108.13,1.14,0,2,2,2023,FALSE,Thursday,78,1985,495,76,919,356,71,533,310,82.66666667,1451,370.6666667,71.71428571,1271.571429,357.2857143,76.3,1162.066667,351.6,8.082903769,13.62246044,13.0704985,775.0812861,601.9830721,491.9715392,115.0405726,79.23954039,91.41100817,0.223495702,1.610315186,0.138790036,94.85087719,88.92,0.717142857,0.637379162
03-02-2023,East US,VM,77,1636,313,99.28,1.1,0,2,3,2023,FALSE,Friday,78,562,349,92,1806,268,51,967,419,77.66666667,1394.333333,385.6666667,75.42857143,1367.142857,342.1428571,75.83333333,1192.266667,354.0333333,0.577350269,10.130106,12.77412075,741.6429959,598.6664148,492.3418306,96.38118765,75.52136248,89.28469898,0.24600639,5.226837061,0.047066015,90.25454545,84.7,0.754285714,0.68528464
04-02-2023,East US,VM,63,1811,319,103.62,0.94,1,2,4,2023,TRUE,Saturday,77,1636,313,78,1985,495,59,760,337,72.66666667,1336.333333,327,76,1517.285714,339.5714286,75.23333333,1219.833333,350.3333333,8.386497084,9.110433579,12.94466561,676.2768171,550.9076493,503.3087818,19.28730152,76.0303824,88.32281438,0.197492163,5.677115987,0.03478741,110.2340426,59.22,0.76,0.760544218
05-02-2023,East US,VM,93,1353,479,103.61,1.15,1,2,5,2023,TRUE,Sunday,63,1811,319,78,562,349,68,1902,277,77.66666667,1600,370.3333333,79.57142857,1438.857143,368.4285714,75.46666667,1206.666667,351.8666667,15.011107,10.27711281,13.20588514,231.1125267,525.5033868,494.097738,94.15589909,86.00359904,90.18705975,0.194154489,2.824634656,0.068736142,90.09565217,106.95,0.795714286,0.721231651
06-02-2023,East US,VM,87,533,216,99.64,1.16,0,2,6,2023,FALSE,Monday,93,1353,479,77,1636,313,76,919,356,81,1232.333333,338,81.14285714,1383.714286,348.4285714,76.16666667,1182.233333,342.6333333,15.87450787,10.47900395,13.24330236,647.4884812,603.5952602,508.9624797,132.5254693,103.8104958,89.4159144,0.402777778,2.467592593,0.163227017,85.89655172,100.92,0.811428571,0.693591121
07-02-2023,East US,VM,89,1750,297,73.8,1.08,0,2,7,2023,FALSE,Tuesday,87,533,216,63,1811,319,92,1806,268,89.66666667,1212,330.6666667,80.71428571,1375.714286,352.5714286,75.86666667,1223.866667,337.4333333,3.055050463,10.01189768,12.82705474,620.6311304,597.4048639,502.3572526,134.6934792,100.5946605,87.28695575,0.2996633,5.892255892,0.050857143,68.33333333,96.12,0.807142857,0.689581096
08-02-2023,East US,VM,86,1567,216,100.87,0.97,0,2,8,2023,FALSE,Wednesday,89,1750,297,93,1353,479,78,1985,495,87.33333333,1283.333333,243,81.85714286,1316,312.7142857,75.9,1254.1,335.7333333,1.527525232,10.10657495,12.85288107,656.2182056,544.939752,494.483175,46.7653718,89.40677507,89.1820816,0.398148148,7.25462963,0.05488194,103.9896907,83.42,0.818571429,0.659649123
09-02-2023,East US,VM,57,1326,414,100.92,0.8,0,2,9,2023,FALSE,Thursday,86,1567,216,87,533,216,78,562,349,77.33333333,1547.666667,309,78.85714286,1425.142857,322,75.23333333,1276.4,341.3666667,17.67295486,13.86156042,13.30460987,212.6601357,433.965217,481.542679,99.54396014,96.86760724,88.58873725,0.137681159,3.202898551,0.042986425,126.15,45.6,0.788571429,0.714357322
10-02-2023,East US,VM,91,1045,450,97.8,1.04,0,2,10,2023,FALSE,Friday,57,1326,414,89,1750,297,77,1636,313,78,1312.666667,360,80.85714286,1340.714286,341.5714286,75.03333333,1259.166667,344.0666667,18.35755975,14.54222096,13.00791094,261.255303,443.4909673,480.2185625,126,107.9519293,90.66989514,0.202222222,2.322222222,0.08708134,94.03846154,94.64,0.808571429,0.672037236
11-02-2023,East US,VM,88,1963,210,114.78,0.95,1,2,11,2023,TRUE,Saturday,91,1045,450,86,1567,216,63,1811,319,78.66666667,1444.666667,358,84.42857143,1362.428571,326,74.9,1293.166667,341.0666667,18.82374387,12.32689665,12.84751418,470.3640434,473.088384,493.0001807,129.4295175,119.0420094,93.61916004,0.419047619,9.347619048,0.044829343,120.8210526,83.6,0.844285714,0.68292159
12-02-2023,East US,VM,73,502,359,91.92,0.95,1,2,12,2023,TRUE,Sunday,88,1963,210,57,1326,414,93,1353,479,84,1170,339.6666667,81.57142857,1240.857143,308.8571429,75.66666667,1250.066667,340.1,9.643650761,12.32689665,11.96642813,738.4774878,574.4079353,504.0116948,121.1624254,100.5392603,93.26689548,0.203342618,1.398328691,0.145418327,96.75789474,69.35,0.815714286,0.62198353
13-02-2023,East US,VM,97,1472,483,109.15,1.03,0,2,13,2023,FALSE,Monday,73,502,359,91,1045,450,87,533,216,86,1312.333333,350.6666667,83,1375,347,76.23333333,1257.1,344.6666667,12.12435565,13.57694124,12.56619256,743.4718107,484.0922777,505.639121,136.6906483,109.672239,96.85087482,0.200828157,3.047619048,0.065896739,105.9708738,99.91,0.83,0.689223058
14-02-2023,East US,VM,94,1325,448,94.7,1.05,0,2,14,2023,FALSE,Tuesday,97,1472,483,88,1963,210,89,1750,297,88,1099.666667,430,83.71428571,1314.285714,368.5714286,77.16666667,1281.633333,344.1666667,13.07669683,14.06786273,12.81723875,522.7870822,454.9987964,489.7097299,63.92964883,112.9983144,96.25579547,0.209821429,2.957589286,0.070943396,90.19047619,98.7,0.837142857,0.658789832
15-02-2023,East US,VM,78,777,395,100.97,1.1,0,2,15,2023,FALSE,Wednesday,94,1325,448,73,502,359,86,1567,216,89.66666667,1191.333333,442,82.57142857,1201.428571,394.1428571,76.96666667,1261.8,341.1666667,10.21436896,14.17576738,12.75358863,366.2735772,479.2003259,497.9039099,44.30575583,90.78808397,93.06470991,0.197468354,1.967088608,0.1003861,91.79090909,85.8,0.825714286,0.602219835
16-02-2023,East US,VM,78,1015,298,92.98,0.97,0,2,16,2023,FALSE,Thursday,78,777,395,97,1472,483,57,1326,414,83.33333333,1039,380.3333333,85.57142857,1157,377.5714286,77.76666667,1239.433333,337.3,9.237604307,9.21696159,11.99334106,274.7871904,480.1419929,493.2404242,76.06795208,96.93787898,92.34125241,0.261744966,3.406040268,0.076847291,95.8556701,75.66,0.855714286,0.579949875
17-02-2023,East US,VM,76,1583,344,96.08,0.85,0,2,17,2023,FALSE,Friday,78,1015,298,94,1325,448,91,1045,450,77.33333333,1125,345.6666667,83.42857143,1233.857143,362.4285714,77.36666667,1272.533333,335.4,1.154700538,9.484322904,11.83939459,414.1062666,501.796914,481.3308944,48.52147291,91.88553956,91.56855355,0.220930233,4.601744186,0.048010107,113.0352941,64.6,0.834285714,0.618474758
18-02-2023,East US,VM,67,1843,294,102.96,1.03,1,2,18,2023,TRUE,Saturday,76,1583,344,78,777,395,88,1963,210,73.66666667,1480.333333,312,80.42857143,1216.714286,374.4285714,77.3,1268.5,337,5.859465277,10.99783528,11.89363782,423.4398816,474.0164253,475.8122456,27.78488798,71.9927245,90.36401481,0.227891156,6.268707483,0.036353771,99.96116505,69.01,0.804285714,0.609881847
19-02-2023,East US,VM,95,621,342,100.05,0.98,1,2,19,2023,TRUE,Sunday,67,1843,294,78,1015,298,73,502,359,79.33333333,1349,326.6666667,83.57142857,1233.714286,372,77.86666667,1242.266667,340.2333333,14.29452109,11.64555914,12.32528473,643.729757,445.3810033,489.3581957,28.30783166,72.88118184,88.67829627,0.277777778,1.815789474,0.152979066,102.0918367,93.1,0.835714286,0.618403151
20-02-2023,East US,VM,72,1408,224,85.85,0.96,0,2,20,2023,FALSE,Monday,95,621,342,76,1583,344,97,1472,483,78,1290.666667,286.6666667,80,1224.571429,335,77.36666667,1246.866667,340.3,14.93318452,10.63014581,12.24599395,619.3919061,440.3021149,490.275625,59.3408235,72.88118184,88.58705051,0.321428571,6.285714286,0.051136364,89.42708333,69.12,0.8,0.613820265
21-02-2023,East US,VM,77,1887,219,96.57,0.92,0,2,21,2023,FALSE,Tuesday,72,1408,224,67,1843,294,94,1325,448,81.33333333,1305.333333,261.6666667,77.57142857,1304.857143,302.2857143,77.73333333,1272.333333,332.4666667,12.09683154,8.657504314,12.05714364,639.2138401,507.7402317,503.2894097,69.61561128,64.63413517,88.57637785,0.351598174,8.616438356,0.040805511,104.9673913,70.84,0.775714286,0.654063731
22-02-2023,East US,VM,96,513,430,98.39,1.04,0,2,22,2023,FALSE,Wednesday,77,1887,219,95,621,342,78,777,395,81.66666667,1269.333333,291,80.14285714,1267.142857,307.2857143,78.16666667,1271.033333,333.3333333,12.66227994,11.12697281,12.47917806,697.4169007,560.5427217,505.2607032,120.4034883,73.71728491,89.42356911,0.223255814,1.193023256,0.187134503,94.60576923,99.84,0.801428571,0.635159327
23-02-2023,East US,VM,69,1807,320,118.86,1.02,0,2,23,2023,FALSE,Thursday,96,513,430,72,1408,224,78,1015,298,80.66666667,1402.333333,323,78.85714286,1380.285714,310.4285714,77.96666667,1278.966667,336.2333333,13.86842938,11.9083804,12.57935729,771.2232707,580.7336493,511.9250675,105.5319857,73.72439023,87.44641052,0.215625,5.646875,0.038184837,116.5294118,70.38,0.788571429,0.691872538
24-02-2023,East US,VM,99,1739,450,102.58,0.99,0,2,24,2023,FALSE,Friday,69,1807,320,77,1887,219,76,1583,344,88,1353,400,82.14285714,1402.571429,325.5714286,79.16666667,1297,344.3666667,16.52271164,13.98128,12.81723875,728.2554497,592.6797497,518.4615837,70,90.7007114,86.25482828,0.22,3.864444444,0.05692927,103.6161616,98.01,0.821428571,0.703043323
25-02-2023,East US,VM,67,1668,225,80.81,1,1,2,25,2023,TRUE,Saturday,99,1739,450,96,513,430,67,1843,294,78.33333333,1738,331.6666667,82.14285714,1377.571429,315.7142857,79.03333333,1334.833333,341.5333333,17.92577288,13.98128,12.9254716,69.50539547,574.4150233,501.9367376,112.9527925,98.14736248,88.78169015,0.297777778,7.413333333,0.040167866,80.81,67,0.821428571,0.690511994
26-02-2023,East US,VM,62,1500,478,100.6,1.25,1,2,26,2023,TRUE,Sunday,67,1668,225,69,1807,320,95,621,342,76,1635.666667,384.3333333,77.42857143,1503.142857,335.1428571,79.4,1352.6,343.5,20.0748599,14.47822667,12.24068964,122.7368459,467.6050429,497.8846009,138.6951093,116.0465834,91.17801837,0.129707113,3.138075314,0.041333333,80.48,77.5,0.774285714,0.753455066
27-02-2023,East US,VM,61,1656,492,98.08,1.03,0,2,27,2023,FALSE,Monday,62,1500,478,99,1739,450,72,1408,224,63.33333333,1608,398.3333333,75.85714286,1538.571429,373.4285714,79.46666667,1382.466667,348.6666667,3.214550254,15.71017262,12.13070579,93.72299611,468.588966,487.8842241,150.2741938,117.4675234,95.10405674,0.12398374,3.365853659,0.036835749,95.22330097,62.83,0.758571429,0.771213749
28-02-2023,East US,VM,51,1088,331,99.65,0.88,0,2,28,2023,FALSE,Tuesday,61,1656,492,67,1668,225,77,1887,219,58,1414.666667,433.6666667,72.14285714,1424.428571,389.4285714,78.9,1355.333333,350.4666667,6.08276253,18.26133047,13.04726157,293.4575495,466.8807332,480.5746799,89.18706932,99.12257924,94.20766984,0.15407855,3.287009063,0.046875,113.2386364,44.88,0.721428571,0.713999284
01-03-2023,East US,VM,91,1083,351,111.43,1.08,0,3,1,2023,FALSE,Wednesday,51,1088,331,62,1500,478,96,513,430,67.66666667,1275.666667,391.3333333,71.42857143,1505.857143,378.1428571,79.4,1360.8,350.3,20.81665999,17.24197536,13.21858671,329.387816,302.0272772,476.3543595,87.7515432,98.22665723,94.20196572,0.259259259,3.085470085,0.084025854,103.1759259,98.28,0.714285714,0.75481561
02-03-2023,East US,VM,60,1149,277,107.91,0.91,0,3,2,2023,FALSE,Thursday,91,1083,351,61,1656,492,69,1807,320,67.33333333,1106.666667,319.6666667,70.14285714,1411.857143,372,78.33333333,1338.9,350.6,20.98412098,17.78040655,13.45575978,36.74688195,294.9945924,470.2442029,38.27967259,103.6629153,93.94481139,0.216606498,4.14801444,0.052219321,118.5824176,54.6,0.701428571,0.707697816
03-03-2023,East US,VM,54,927,226,114.03,0.86,0,3,3,2023,FALSE,Friday,60,1149,277,51,1088,331,99,1739,450,68.33333333,1053,284.6666667,63.71428571,1295.857143,340,77.53333333,1303.633333,341.6333333,19.85782801,13.13664449,14.17071612,114,304.4127837,459.6724083,62.85167725,109.9545361,92.51373927,0.238938053,4.101769912,0.058252427,132.5930233,46.44,0.637142857,0.649552453
04-03-2023,East US,VM,65,1479,202,105.87,1.22,1,3,4,2023,TRUE,Saturday,54,927,226,91,1083,351,67,1668,225,59.66666667,1185,235,63.42857143,1268.857143,336.7142857,77.1,1334.2,336.7333333,5.507570547,13.07487594,14.35354095,277.755288,272.6263796,438.6643835,38.301436,114.2245074,95.93961223,0.321782178,7.321782178,0.043948614,86.77868852,79.3,0.634285714,0.636018618
05-03-2023,East US,VM,72,1719,461,90.09,0.94,1,3,5,2023,TRUE,Sunday,65,1479,202,60,1149,277,62,1500,478,63.66666667,1375,296.3333333,64.85714286,1300.142857,334.2857143,76.93333333,1336.966667,341.6666667,9.073771726,13.43414271,14.38373922,406.1132847,313.1295943,440.8895775,143.1095152,110.8508221,98.44947359,0.156182213,3.728850325,0.041884817,95.84042553,67.68,0.648571429,0.65170068
06-03-2023,East US,VM,69,765,224,101,0.95,0,3,6,2023,FALSE,Monday,72,1719,461,54,927,226,61,1656,492,68.66666667,1321,295.6666667,66,1172.857143,296,77.13333333,1302.1,338.5,3.511884584,13.39153962,14.22414977,496.2378462,325.2262948,443.461801,143.6047817,91.97463418,100.7056996,0.308035714,3.415178571,0.090196078,106.3157895,65.55,0.66,0.587898317
07-03-2023,East US,VM,51,1583,350,84.49,1.01,0,3,7,2023,FALSE,Tuesday,69,765,224,65,1479,202,51,1088,331,64,1355.666667,345,66,1243.571429,298.7142857,75.73333333,1309.766667,334.2,11.35781669,13.39153962,14.66859966,516.0322987,356.053768,446.3508504,118.5790875,93.4482286,97.1924504,0.145714286,4.522857143,0.032217309,83.65346535,51.51,0.66,0.623344074
08-03-2023,East US,VM,85,623,430,89.38,1.05,0,3,8,2023,FALSE,Wednesday,51,1583,350,72,1719,461,91,1083,351,68.33333333,990.3333333,334.6666667,65.14285714,1177.857143,310,75.66666667,1312.766667,341.3333333,17.0098011,11.59638696,14.62009324,518.1518439,426.17345,441.2230403,103.8524594,104.885652,96.06475307,0.197674419,1.448837209,0.136436597,85.12380952,89.25,0.651428571,0.590404583
09-03-2023,East US,VM,60,1202,455,90.81,1.15,0,3,9,2023,FALSE,Thursday,85,623,430,69,765,224,60,1149,277,65.33333333,1136,411.6666667,65.14285714,1185.428571,335.4285714,74.7,1294.5,346.6,17.61628035,11.59638696,14.6667581,483.391146,426.0461075,433.7781691,54.84827557,116.487277,97.86464967,0.131868132,2.641758242,0.049916805,78.96521739,69,0.651428571,0.594199785
10-03-2023,East US,VM,83,1275,413,92.17,0.97,0,3,10,2023,FALSE,Friday,60,1202,455,51,1583,350,54,927,226,76,1033.333333,432.6666667,69.28571429,1235.142857,362.1428571,74.6,1284.766667,353.1666667,13.89244399,12.12042746,14.59711828,357.2286849,410.8991882,430.7180599,21.1266025,108.3688586,95.37695931,0.200968523,3.08716707,0.065098039,95.02061856,80.51,0.692857143,0.619119227
11-03-2023,East US,VM,54,849,207,108.14,0.88,1,3,11,2023,TRUE,Saturday,83,1275,413,85,623,430,65,1479,202,65.66666667,1108.666667,358.3333333,67.71428571,1145.142857,362.8571429,74.5,1268.866667,346.2666667,15.30795,13.41285808,14.73150506,227.820836,417.5262182,437.8880138,132.730303,107.146984,98.26808277,0.260869565,4.101449275,0.06360424,122.8863636,47.52,0.677142857,0.574006445
12-03-2023,East US,VM,58,987,323,102.27,1.13,1,3,12,2023,TRUE,Sunday,54,849,207,60,1202,455,72,1719,461,65,1037,314.3333333,65.71428571,1040.571429,343.1428571,73.4,1266.933333,342.0333333,15.71623365,13.70783578,14.68895903,217.3568494,332.9463706,439.0370288,103.2731007,98.41989733,96.3622774,0.179566563,3.055727554,0.058763931,90.50442478,65.54,0.657142857,0.521589689
13-03-2023,East US,VM,74,1033,484,83.93,1.02,0,3,13,2023,FALSE,Monday,58,987,323,83,1275,413,69,765,224,62,956.3333333,338,66.42857143,1078.857143,380.2857143,72.93333333,1235.933333,351.1666667,10.58300524,14.03397239,14.42921685,95.75663598,310.638283,420.6414587,139.1078718,94.9626493,96.40148923,0.152892562,2.134297521,0.071636012,82.28431373,75.48,0.664285714,0.540780523
14-03-2023,East US,VM,52,948,303,102.6,1.08,0,3,14,2023,FALSE,Tuesday,74,1033,484,54,849,207,51,1583,350,61.33333333,989.3333333,370,66.57142857,988.1428571,373.5714286,72.23333333,1250.8,349.3,11.37248141,13.85468805,14.92667904,42.5480121,217.6912405,401.2418138,99.23205127,99.03510681,96.78598858,0.171617162,3.128712871,0.054852321,95,56.16,0.665714286,0.495309703
15-03-2023,East US,VM,69,1035,426,87.63,0.87,0,3,15,2023,FALSE,Wednesday,52,948,303,58,987,323,85,623,430,65,1005.333333,404.3333333,64.28571429,1047,373,71.3,1236.233333,347.4,11.53256259,11.41219064,14.18145948,49.66219219,146.6026375,400.8667061,92.42474416,98.6661036,94.60575181,0.161971831,2.429577465,0.066666667,100.7241379,60.03,0.642857143,0.52481203
16-03-2023,East US,VM,68,931,372,105.22,1.03,0,3,16,2023,FALSE,Thursday,69,1035,426,74,1033,484,60,1202,455,63,971.3333333,367,65.42857143,1008.285714,361.1428571,70.43333333,1223.1,344.8666667,9.539392014,11.31160382,13.52566738,55.78829029,134.0978676,404.2977181,61.65225057,91.92647165,92.81971154,0.182795699,2.502688172,0.073039742,102.1553398,70.04,0.654285714,0.505406373
17-03-2023,East US,VM,62,753,317,102.5,1.03,0,3,17,2023,FALSE,Friday,68,931,372,52,948,303,83,1275,413,66.33333333,906.3333333,371.6666667,62.42857143,933.7142857,347.4285714,69.9,1222.3,342.2666667,3.785938897,8.243323417,13.53246416,142.6090226,102.4706694,405.2335342,54.50076452,90.04231809,92.45872642,0.195583596,2.375394322,0.082337317,99.51456311,63.86,0.624285714,0.468027211
18-03-2023,East US,VM,70,1425,305,93.2,1.02,1,3,18,2023,TRUE,Saturday,62,753,317,69,1035,426,54,849,207,66.66666667,1036.333333,331.3333333,64.71428571,1016,361.4285714,69.63333333,1235.966667,342.5,4.163331999,7.718252948,13.44588986,348.1627972,204.0383951,404.9147619,35.72580767,69.94487625,92.35193182,0.229508197,4.672131148,0.049122807,91.37254902,71.4,0.647142857,0.509273183
19-03-2023,East US,VM,93,1395,341,102.93,0.93,1,3,19,2023,TRUE,Sunday,70,1425,305,68,931,372,58,987,323,75,1191,321,69.71428571,1074.285714,364,70.2,1229.7,342.4,16.09347694,12.4995238,14.0673258,379.615595,247.9278889,400.7925037,18.33030278,68.61486719,92.35187581,0.272727273,4.090909091,0.066666667,110.6774194,86.49,0.697142857,0.53848908
20-03-2023,East US,VM,51,521,311,118.66,1.05,0,3,20,2023,FALSE,Monday,93,1395,341,62,753,317,74,1033,484,71.33333333,1113.666667,319,66.42857143,1001.142857,339.2857143,69.66666667,1185.633333,342.9666667,21.03172207,14.10504807,14.4897903,513.4835278,325.5203161,403.7012794,19.28730152,45.42654982,92.09645743,0.163987138,1.675241158,0.097888676,113.0095238,53.55,0.664285714,0.501825994
21-03-2023,East US,VM,77,1281,367,88.09,1.07,0,3,21,2023,FALSE,Tuesday,51,521,311,70,1425,305,52,948,303,73.66666667,1065.666667,339.6666667,70,1048.714286,348.4285714,69.06666667,1207.633333,343.8,21.19748413,12.9614814,13.75884251,475.1266498,340.4495627,389.6077146,28.02379941,43.29687111,92.20045628,0.209809264,3.490463215,0.06010929,82.3271028,82.39,0.7,0.525671321
22-03-2023,East US,VM,51,1274,458,90.25,1.08,0,3,22,2023,FALSE,Wednesday,77,1281,367,93,1395,341,69,1035,426,59.66666667,1025.333333,378.6666667,67.42857143,1082.857143,353,68.36666667,1203.166667,351.6,15.011107,14.84202528,14.13355834,436.779502,350.6757422,387.9961858,74.19119445,53.36977921,91.61222626,0.111353712,2.781659389,0.040031397,83.56481481,55.08,0.674285714,0.542785535
23-03-2023,East US,VM,76,630,395,111.59,0.92,0,3,23,2023,FALSE,Thursday,51,1274,458,51,521,311,68,931,372,68,1061.666667,406.6666667,68.57142857,1039.857143,356.2857143,68.33333333,1161.266667,357.4666667,14.73091986,15.19711752,14.11366013,373.8506832,388.7837568,379.3785239,46.60829683,55.40371313,88.40726032,0.192405063,1.594936709,0.120634921,121.2934783,69.92,0.685714286,0.521231651
24-03-2023,East US,VM,60,1361,470,109.63,1.04,0,3,24,2023,FALSE,Friday,76,630,395,77,1281,367,62,753,317,62.33333333,1088.333333,441,68.28571429,1126.714286,378.1428571,67.13333333,1189.533333,358.8,12.66227994,15.35919145,13.17974761,399.3048126,381.8711451,360.5354001,40.28647416,66.40890646,89.82910979,0.127659574,2.895744681,0.044085231,105.4134615,62.4,0.682857143,0.564769066
25-03-2023,East US,VM,67,1638,424,108.22,1.19,1,3,25,2023,TRUE,Saturday,60,1361,470,51,1274,458,70,1425,305,67.66666667,1209.666667,429.6666667,67.85714286,1157.142857,395.1428571,67.06666667,1183.9,362.2666667,8.020806277,15.34523348,13.17503735,520.7613017,416.5154773,351.7685711,37.81974793,59.4290293,90.2857278,0.158018868,3.863207547,0.040903541,90.94117647,79.73,0.678571429,0.580021482
